-0.00675,0.00678
-0.00662,0.00376
-0.00418,0.00381
0.00153,0.00325
0.00423,0.0029
0.00343,0.00038
0.00354,-0.00285
-0.00307,0.00803
0.00015,0.00768
7E-05,0.00879
0.00198,0.00732
-0.00274,0.01272
-0.00394,0.01289
-0.00309,0.01257
-0.00088,0.01393
-0.00672,0.0191
-0.01249,0.02472
-0.01573,0.02893
-0.01779,0.03068
-0.02113,0.03761
-0.01042,0.03235
-0.01289,0.0347
-0.01348,0.03813
-0.01645,0.04102
-0.0178,0.04336
-0.02073,0.04833
-0.01962,0.05067
-0.01607,0.0502
-0.01563,0.04791
-0.01107,0.04079
-0.00957,0.0371
-0.00463,0.03271
-0.0035,0.03287
-0.00325,0.03308
0.00364,0.02907
0.00573,0.02756
0.00873,0.02572
0.00798,0.02619
0.00862,0.02588
0.00979,0.02746
0.01124,0.02701
0.01192,0.02687
0.01041,0.028
0.01017,0.02926
0.00992,0.02993
0.00918,0.0299
0.00873,0.02878
0.00919,0.02678
0.01181,0.02329
0.01228,0.02159
0.01348,0.01923
0.01373,0.01783
0.01404,0.01868
0.01451,0.01913
0.01605,0.02007
0.01778,0.02141
0.01814,0.02149
0.01632,0.02142
0.01538,0.02094
0.01575,0.02044
0.01572,0.02196
0.01305,0.02414
0.01348,0.02633
0.01486,0.0257
0.0151,0.02787
0.01643,0.02922
0.01708,0.03108
0.01906,0.03262
0.01949,0.03362
0.01935,0.03508
0.01849,0.03694
0.01961,0.03891
0.0215,0.04148
0.02355,0.04537
0.023,0.04504
0.02471,0.04692
0.025,0.04491
0.0267,0.04119
0.02745,0.03486
0.0281,0.03106
0.02868,0.02868
0.03078,0.02544
0.03277,0.0254
0.03591,0.02009
0.03694,0.01785
0.03906,0.01518
0.04053,0.01549
0.04561,0.01717
0.05238,0.0197
0.05652,0.02428
0.05924,0.03073
0.05556,0.03939
0.04674,0.04578
0.02994,0.05581
0.00783,0.06887
-0.01459,0.08516
-0.04148,0.10007
-0.06833,0.1129
-0.09826,0.11587
-0.1278,0.11457
-0.16356,0.11412
-0.18303,0.11474
-0.2066,0.12131
-0.22546,0.12178
-0.24398,0.12011
-0.26008,0.11938
-0.27773,0.11359
-0.29929,0.11712
-0.31839,0.11301
-0.3437,0.11491
-0.37399,0.11831
-0.40792,0.12243
-0.44599,0.13154
-0.48532,0.13975
-0.52293,0.14605
-0.55702,0.15315
-0.58839,0.15342
-0.62154,0.16027
-0.66142,0.17707
-0.70743,0.20359
-0.75715,0.23458
-0.81288,0.27815
-0.86995,0.31565
-0.92712,0.37221
-0.9767,0.41001
-1.02576,0.45088
-1.07588,0.49215
-1.12519,0.53564
-1.17258,0.58308
-1.21938,0.64293
-1.26362,0.68755
-1.30985,0.73345
-1.35072,0.7704
-1.39582,0.81001
-1.4441,0.84913
-1.50296,0.89789
-1.56886,0.94033
-1.63213,0.97861
-1.69636,1.01786
-1.75975,1.05637
-1.817,1.0935
-1.88175,1.1554
-1.94323,1.19714
-2.00839,1.24469
-2.06103,1.29001
-2.12057,1.34196
-2.18609,1.38952
-2.24952,1.43036
-2.32173,1.47342
-2.40005,1.51936
-2.48488,1.56604
-2.58632,1.6273
-2.65989,1.66778
-2.73338,1.71117
-2.80298,1.76701
-2.87887,1.81905
-2.95803,1.87011
-3.03958,1.91507
-3.11078,1.96094
-3.17608,2.0006
-3.23483,2.03512
-3.30759,2.07714
-3.37468,2.10662
-3.44725,2.13391
-3.5252,2.15826
-3.61306,2.19394
-3.69988,2.23259
-3.78998,2.28745
-3.85396,2.31707
-3.91893,2.35488
-3.97345,2.38398
-4.0394,2.42305
-4.0773,2.45013
-4.17292,2.51582
-4.2626,2.57606
-4.33935,2.62753
-4.41281,2.67495
-4.47931,2.72228
-4.54801,2.77121
-4.62295,2.81859
-4.70318,2.8722
-4.78956,2.92816
-4.84924,2.98116
-4.92165,3.05038
-4.98208,3.10559
-5.03934,3.16269
-5.08557,3.21619
-5.15694,3.2862
-5.19233,3.33503
-5.24787,3.39602
-5.29311,3.44478
-5.34681,3.49737
-5.40455,3.54735
-5.47914,3.60356
-5.55177,3.65631
-5.62452,3.71208
-5.68396,3.76429
-5.75658,3.82486
-5.82732,3.88803
-5.89697,3.95375
-5.97149,4.0743
-6.04839,4.15012
-6.10112,4.21752
-6.16743,4.27915
-6.24407,4.33416
-6.32844,4.3971
-6.40001,4.43696
-6.49793,4.49711
-6.5898,4.55256
-6.68224,4.61179
-6.75184,4.6619
-6.83669,4.73091
-6.91165,4.79652
-7.00369,4.87073
-7.07948,4.92777
-7.1629,4.98613
-7.2412,5.04104
-7.32636,5.09871
-7.4055,5.14363
-7.49758,5.19072
-7.58218,5.23335
-7.68622,5.28225
-7.7447,5.31592
-7.82417,5.36949
-7.89391,5.41696
-7.95941,5.47458
-8.03378,5.53718
-8.10299,5.60021
-8.17612,5.66806
-8.22692,5.74199
-8.28893,5.80766
-8.35848,5.87384
-8.4394,5.95737
-8.51995,6.02531
-8.59362,6.0913
-8.63919,6.16315
-8.72313,6.23037
-8.79526,6.29258
-8.86261,6.36447
-8.9393,6.46753
-9.01453,6.55548
-9.08524,6.6426
-9.15702,6.7335
-9.23861,6.82796
-9.31891,6.9002
-9.40979,6.96726
-9.50924,7.03809
-9.59211,7.10162
-9.67941,7.15935
-9.7669,7.21255
-9.85163,7.27357
-9.93007,7.35156
-10.01313,7.42229
-10.10682,7.51126
-10.20255,7.60472
-10.29532,7.68462
-10.38382,7.74898
-10.4694,7.8192
-10.47402,7.77102
-10.57674,7.84035
-10.67674,7.9038
-10.73431,7.9333
-10.80754,7.98389
-10.89059,8.04443
-10.98006,8.10717
-11.10215,8.21626
-11.19696,8.29084
-11.28653,8.36031
-11.37411,8.42767
-11.46126,8.48801
-11.53606,8.54551
-11.62426,8.60531
-11.75632,8.69756
-11.85565,8.7535
-11.97188,8.8322
-12.07608,8.89
-12.18602,8.96247
-12.28037,9.03309
-12.40148,9.13382
-12.49819,9.21183
-12.59392,9.28287
-12.65305,9.34788
-12.73868,9.41945
-12.82603,9.48165
-12.92244,9.55114
-13.01975,9.61855
-13.11604,9.68594
-13.2056,9.76394
-13.30565,9.83436
-13.38889,9.9173
-13.47164,9.9876
-13.55873,10.05866
-13.61287,10.12315
-13.7022,10.20205
-13.7713,10.27547
-13.84679,10.34147
-13.92117,10.40913
-14.00985,10.47474
-14.10784,10.54417
-14.19602,10.61367
-14.29376,10.68105
-14.39092,10.75808
-14.47941,10.83463
-14.54489,10.9049
-14.60289,10.97458
-14.63717,11.04198
-14.6965,11.11198
-14.76384,11.18876
-14.76472,11.24955
-14.76802,11.28451
-14.82185,11.33352
-14.87434,11.38154
-14.92889,11.42109
-14.97472,11.44984
-15.0145,11.47284
-15.0729,11.51493
-15.11757,11.53873
-15.16365,11.55753
-15.20461,11.56986
-15.23768,11.56586
-15.28203,11.57689
-15.32492,11.58558
-15.36875,11.60028
-15.39737,11.60573
-15.41958,11.59978
-15.43287,11.58567
-15.44455,11.56301
-15.46228,11.53917
-15.48289,11.51717
-15.50482,11.48747
-15.53203,11.45534
-15.55663,11.41664
-15.56799,11.37745
-15.58694,11.33874
-15.60766,11.30916
-15.62901,11.27846
-15.65745,11.24432
-15.69201,11.20612
-15.73901,11.15863
-15.79363,11.10924
-15.85367,11.05536
-15.91198,11.00322
-15.96202,10.95083
-16.00699,10.89793
-16.05176,10.84371
-16.09831,10.77749
-16.15195,10.71441
-16.208,10.64112
-16.25982,10.5802
-16.31397,10.51459
-16.36307,10.46092
-16.42548,10.39592
-16.48663,10.34614
-16.55338,10.29238
-16.62599,10.22725
-16.69158,10.17325
-16.75242,10.11991
-16.8018,10.0747
-16.8544,10.02002
-16.92575,9.92581
-16.974,9.86302
-17.02203,9.80015
-17.0685,9.74736
-17.12095,9.68709
-17.16433,9.64893
-17.21687,9.60049
-17.26532,9.56954
-17.31406,9.53023
-17.3874,9.45142
-17.42488,9.42049
-17.47086,9.38252
-17.50056,9.3489
-17.53829,9.30797
-17.54181,9.28241
-17.57517,9.22874
-17.6091,9.1774
-17.65848,9.11078
-17.71496,9.02734
-17.73782,8.99488
-17.77459,8.95017
-17.83605,8.86713
-17.86999,8.83026
-17.91899,8.77312
-17.97309,8.70404
-18.01159,8.6674
-18.05158,8.61338
-18.07285,8.58201
-18.08669,8.5479
-18.10101,8.50485
-18.16036,8.38948
-18.17304,8.33644
-18.18285,8.28789
-18.19435,8.23995
-18.21632,8.18237
-18.22432,8.14904
-18.23864,8.10817
-18.25404,8.07045
-18.27262,8.045
-18.28956,8.03059
-18.30147,8.02405
-18.31322,8.01344
-18.31223,8.01014
-18.29639,8.01535
-18.27734,8.01608
-18.25472,8.01527
-18.23507,8.00697
-18.21917,7.99245
-18.21003,7.97524
-18.20798,7.95879
-18.21475,7.94271
-18.2302,7.93232
-18.25103,7.92635
-18.27356,7.92354
-18.29521,7.92237
-18.31294,7.92474
-18.33087,7.92779
-18.34902,7.93643
-18.36287,7.94885
-18.37804,7.9644
-18.3951,7.98567
-18.41532,8.00803
-18.439,8.0299
-18.46298,8.05174
-18.49017,8.0768
-18.5171,8.10229
-18.54219,8.12774
-18.56321,8.15487
-18.58607,8.18062
-18.60725,8.20634
-18.62796,8.22992
-18.64423,8.25098
-18.66268,8.27387
-18.67782,8.29037
-18.69573,8.31185
-18.71686,8.32903
-18.74189,8.35012
-18.77559,8.37225
-18.81015,8.3953
-18.85371,8.42177
-18.89298,8.4389
-18.92043,8.44807
-18.95555,8.4808
-18.97733,8.50089
-19.00189,8.52471
-19.02603,8.54848
-19.05027,8.57335
-19.08088,8.60798
-19.11121,8.64627
-19.13887,8.67853
-19.16618,8.71361
-19.19551,8.73951
-19.22429,8.76116
-19.25677,8.79036
-19.28478,8.81172
-19.32526,8.85246
-19.36137,8.88205
-19.403,8.90816
-19.44271,8.93081
-19.50358,8.98608
-19.54485,9.00033
-19.59947,9.04811
-19.63578,9.06652
-19.67281,9.10114
-19.70872,9.13344
-19.74517,9.18572
-19.78028,9.23285
-19.80922,9.26844
-19.84228,9.30696
-19.90403,9.37417
-19.93399,9.40107
-19.97294,9.44065
-19.99813,9.46723
-20.02832,9.49428
-20.08109,9.54303
-20.1152,9.56579
-20.14838,9.5863
-20.18816,9.61862
-20.22033,9.63606
-20.24812,9.64444
-20.27677,9.6574
-20.30418,9.66789
-20.33961,9.68449
-20.37089,9.6982
-20.39698,9.7128
-20.41691,9.7234
-20.43629,9.73179
-20.45427,9.74383
-20.46533,9.7448
-20.47805,9.74136
-20.48641,9.7351
-20.49116,9.72927
-20.49721,9.72274
-20.5103,9.71963
-20.52941,9.72085
-20.54325,9.7279
-20.55814,9.73781
-20.56769,9.74502
-20.57538,9.7505
-20.58294,9.75286
-20.588,9.75162
-20.5939,9.74735
-20.60173,9.74419
-20.61448,9.74127
-20.63362,9.73142
-20.65975,9.71716
-20.69639,9.70052
-20.73966,9.68517
-20.78411,9.67374
-20.82869,9.65975
-20.87092,9.6474
-20.91065,9.63054
-20.94376,9.60851
-20.97306,9.58082
-21.00153,9.54298
-21.02893,9.50514
-21.05547,9.46178
-21.07983,9.41408
-21.102,9.37121
-21.12552,9.33223
-21.1478,9.29655
-21.17376,9.26361
-21.20592,9.23109
-21.24349,9.19747
-21.28485,9.16164
-21.32718,9.12935
-21.3754,9.09351
-21.41471,9.06493
-21.45199,9.04246
-21.47724,9.03102
-21.49896,9.01033
-21.51328,8.99146
-21.51702,8.96628
-21.51517,8.95176
-21.51812,8.92712
-21.51526,8.9172
-21.51447,8.90214
-21.51774,8.88683
-21.52519,8.86732
-21.53839,8.85174
-21.55342,8.84266
-21.55943,8.84176
-21.56128,8.8435
-21.5567,8.84257
